instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,prompt
p2,551,18,gain,0,41,61,0.58,0.8629,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 58% chance to gain $61 and a 42% chance to gain nothing
Option B: a certain gain of $41
Pick the option you prefer."
p2,706,23,gain,0,91,626,0.23,1.5822,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $91
Outcome B: a 23% chance to gain $626 and a 77% chance to gain nothing
Choose the outcome you want."
p2,1226,13,dominant,0,72,119,1.0,1.6528,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $72 for certain
Term B: receive $119 for certain
Decide which term you take."
p2,1238,19,dominant,0,64,91,1.0,1.4219,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $64 for certain
Outcome B: receive $91 for certain
Choose the outcome you want."
p2,1024,34,neutral,0,52,96,0.63,1.1631,2,True,B,"Consider the following pair and select one.
Alternative A: receive $52 for certain
Alternative B: receive $96 with 63% probability, and $0 with 37% probability
Select the alternative you would rather have."
p2,948,31,gain,0,51,151,0.29,0.8586,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $51
Term B: a 29% chance to gain $151 and a 71% chance to gain nothing
Decide which term you take."
p2,180,6,neutral,0,94,101,0.71,0.7629,0,True,B,"You must pick one of two payment options.
Option A: receive $94 for certain
Option B: receive $101 with 71% probability, and $0 with 29% probability
Pick the option you prefer."
p2,1070,35,mixed,91,91,133,0.68,0.9938,0,True,B,"You have been given $91 up front. You must pick one of two payment options.
Option A: keep your $91 with no change
Option B: a 68% chance to rise to $133 (a gain of $42) and a 32% chance to drop to $0 (a loss of $91)
Pick the option you prefer."
p2,1123,37,gain,0,151,252,0.68,1.1348,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 68% chance to gain $252 and a 32% chance to gain nothing
Arrangement B: a certain gain of $151
Which arrangement do you take?"
p2,668,22,neutral,0,81,163,0.72,1.4489,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $81 for certain
Term B: receive $163 with 72% probability, and $0 with 28% probability
Decide which term you take."
p2,1112,37,neutral,0,151,252,0.68,1.1348,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $151 for certain
Arrangement B: receive $252 with 68% probability, and $0 with 32% probability
Which arrangement do you take?"
p2,1272,36,dominant,0,98,155,1.0,1.5816,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $98 for certain
Arrangement B: receive $155 for certain
Which arrangement do you take?"
p2,567,18,mixed,41,41,61,0.58,0.8629,3,False,A,"You have been given $41 up front. You are entitled to one of two outcomes.
Outcome A: a 58% chance to rise to $61 (a gain of $20) and a 42% chance to drop to $0 (a loss of $41)
Outcome B: keep your $41 with no change
Choose the outcome you want."
p2,1109,36,mixed,98,98,227,0.47,1.0887,4,False,A,"You have been given $98 up front. A counterparty offers a one-time decision between two terms.
Term A: a 47% chance to rise to $227 (a gain of $129) and a 53% chance to drop to $0 (a loss of $98)
Term B: keep your $98 with no change
Decide which term you take."
p2,826,27,gain,0,166,433,0.53,1.3825,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $166
Outcome B: a 53% chance to gain $433 and a 47% chance to gain nothing
Choose the outcome you want."
p2,37,1,neutral,0,58,116,0.66,1.32,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $116 with 66% probability, and $0 with 34% probability
Outcome B: receive $58 for certain
Choose the outcome you want."
p2,192,6,gain,0,94,101,0.71,0.7629,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $94
Arrangement B: a 71% chance to gain $101 and a 29% chance to gain nothing
Which arrangement do you take?"
p2,1009,33,gain,0,142,446,0.53,1.6646,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 53% chance to gain $446 and a 47% chance to gain nothing
Term B: a certain gain of $142
Decide which term you take."
p2,1229,14,dominant,0,81,135,1.0,1.6667,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $135 for certain
Arrangement B: receive $81 for certain
Which arrangement do you take?"
p2,6,0,neutral,0,186,984,0.26,1.3755,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $186 for certain
Outcome B: receive $984 with 26% probability, and $0 with 74% probability
Choose the outcome you want."
p2,1183,39,gain,0,178,567,0.32,1.0193,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 32% chance to gain $567 and a 68% chance to gain nothing
Arrangement B: a certain gain of $178
Which arrangement do you take?"
p2,61,2,neutral,0,162,661,0.26,1.0609,0,False,A,"You must pick one of two payment options.
Option A: receive $661 with 26% probability, and $0 with 74% probability
Option B: receive $162 for certain
Pick the option you prefer."
p2,555,18,gain,0,41,61,0.58,0.8629,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 58% chance to gain $61 and a 42% chance to gain nothing
Alternative B: a certain gain of $41
Select the alternative you would rather have."
p2,979,32,gain,0,131,236,0.57,1.0269,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 57% chance to gain $236 and a 43% chance to gain nothing
Term B: a certain gain of $131
Decide which term you take."
p2,530,17,mixed,117,117,362,0.42,1.2995,0,True,B,"You have been given $117 up front. You must pick one of two payment options.
Option A: keep your $117 with no change
Option B: a 42% chance to rise to $362 (a gain of $245) and a 58% chance to drop to $0 (a loss of $117)
Pick the option you prefer."
p2,1091,36,gain,0,98,227,0.47,1.0887,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 47% chance to gain $227 and a 53% chance to gain nothing
Option B: a certain gain of $98
Pick the option you prefer."
p2,414,13,mixed,72,72,88,0.64,0.7822,2,True,B,"You have been given $72 up front. Consider the following pair and select one.
Alternative A: keep your $72 with no change
Alternative B: a 64% chance to rise to $88 (a gain of $16) and a 36% chance to drop to $0 (a loss of $72)
Select the alternative you would rather have."
p2,1165,38,mixed,183,183,609,0.38,1.2646,2,False,A,"You have been given $183 up front. Consider the following pair and select one.
Alternative A: a 38% chance to rise to $609 (a gain of $426) and a 62% chance to drop to $0 (a loss of $183)
Alternative B: keep your $183 with no change
Select the alternative you would rather have."
p2,311,10,gain,0,111,278,0.58,1.4526,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 58% chance to gain $278 and a 42% chance to gain nothing
Option B: a certain gain of $111
Pick the option you prefer."
p2,665,22,neutral,0,81,163,0.72,1.4489,2,False,A,"Consider the following pair and select one.
Alternative A: receive $163 with 72% probability, and $0 with 28% probability
Alternative B: receive $81 for certain
Select the alternative you would rather have."
p2,963,32,neutral,0,131,236,0.57,1.0269,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $236 with 57% probability, and $0 with 43% probability
Arrangement B: receive $131 for certain
Which arrangement do you take?"
p2,396,13,neutral,0,72,88,0.64,0.7822,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $72 for certain
Outcome B: receive $88 with 64% probability, and $0 with 36% probability
Choose the outcome you want."
p2,462,15,gain,0,82,113,0.74,1.0198,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $82
Arrangement B: a 74% chance to gain $113 and a 26% chance to gain nothing
Which arrangement do you take?"
p2,719,23,mixed,91,91,626,0.23,1.5822,4,False,A,"You have been given $91 up front. A counterparty offers a one-time decision between two terms.
Term A: a 23% chance to rise to $626 (a gain of $535) and a 77% chance to drop to $0 (a loss of $91)
Term B: keep your $91 with no change
Decide which term you take."
p2,219,7,neutral,0,63,98,0.64,0.9956,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $98 with 64% probability, and $0 with 36% probability
Term B: receive $63 for certain
Decide which term you take."
p2,30,1,neutral,0,58,116,0.66,1.32,0,True,B,"You must pick one of two payment options.
Option A: receive $58 for certain
Option B: receive $116 with 66% probability, and $0 with 34% probability
Pick the option you prefer."
p2,767,25,gain,0,124,207,0.76,1.2687,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 76% chance to gain $207 and a 24% chance to gain nothing
Outcome B: a certain gain of $124
Choose the outcome you want."
p2,359,11,mixed,54,54,68,0.81,1.02,4,False,A,"You have been given $54 up front. A counterparty offers a one-time decision between two terms.
Term A: a 81% chance to rise to $68 (a gain of $14) and a 19% chance to drop to $0 (a loss of $54)
Term B: keep your $54 with no change
Decide which term you take."
p2,101,3,gain,0,46,158,0.33,1.1335,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 33% chance to gain $158 and a 67% chance to gain nothing
Option B: a certain gain of $46
Pick the option you prefer."
p2,364,12,neutral,0,164,541,0.38,1.2535,2,True,B,"Consider the following pair and select one.
Alternative A: receive $164 for certain
Alternative B: receive $541 with 38% probability, and $0 with 62% probability
Select the alternative you would rather have."
p2,558,18,gain,0,41,61,0.58,0.8629,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $41
Term B: a 58% chance to gain $61 and a 42% chance to gain nothing
Decide which term you take."
p2,1096,36,gain,0,98,227,0.47,1.0887,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $98
Outcome B: a 47% chance to gain $227 and a 53% chance to gain nothing
Choose the outcome you want."
p2,502,16,mixed,139,139,234,0.6,1.0101,1,True,B,"You have been given $139 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $139 with no change
Arrangement B: a 60% chance to rise to $234 (a gain of $95) and a 40% chance to drop to $0 (a loss of $139)
Which arrangement do you take?"
p2,862,28,mixed,132,132,181,0.76,1.0421,1,True,B,"You have been given $132 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $132 with no change
Arrangement B: a 76% chance to rise to $181 (a gain of $49) and a 24% chance to drop to $0 (a loss of $132)
Which arrangement do you take?"
p2,422,14,neutral,0,81,201,0.68,1.6874,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $81 for certain
Arrangement B: receive $201 with 68% probability, and $0 with 32% probability
Which arrangement do you take?"
p2,713,23,mixed,91,91,626,0.23,1.5822,1,False,A,"You have been given $91 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 23% chance to rise to $626 (a gain of $535) and a 77% chance to drop to $0 (a loss of $91)
Arrangement B: keep your $91 with no change
Which arrangement do you take?"
p2,1058,35,neutral,0,91,133,0.68,0.9938,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $91 for certain
Term B: receive $133 with 68% probability, and $0 with 32% probability
Decide which term you take."
p2,840,28,neutral,0,132,181,0.76,1.0421,0,True,B,"You must pick one of two payment options.
Option A: receive $132 for certain
Option B: receive $181 with 76% probability, and $0 with 24% probability
Pick the option you prefer."
